Lat,Lon,Name,Routes/0,Routes/1,Routes/2,Routes/3,StopID,Routes/4,Routes/5,Routes/6,Routes/7,Routes/8,Routes/9,Routes/10,Routes/11,Routes/12,Routes/13,Routes/14,Routes/15,Routes/16,Routes/17,Routes/18,Routes/19,Routes/20,Routes/21,Routes/22,Routes/23,Routes/24,Routes/25,Routes/26,Routes/27,Routes/28,Routes/29,Routes/30,Routes/31,Routes/32,Routes/33,Routes/34,Routes/35,Routes/36,Routes/37,Routes/38,Routes/39,Routes/40,Routes/41,Routes/42,Routes/43,Routes/44,Routes/45,Routes/46,Routes/47,Routes/48,Routes/49,Routes/50,Routes/51,Routes/52,Routes/53,Routes/54,Routes/55,Routes/56,Routes/57,Routes/58
38.925821,-77.204202,ANDERSON DR + CHAIN BRIDGE RD,3T,,,,5001638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.924141,-77.201307,ANDERSON DR + COLSHIRE DR,3T,,,,5001629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.924456,-77.201449,ANDERSON DR + COLSHIRE DR,3T,,,,5001632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.921828,-77.20066,ANDERSON DR + DARTFORD DR,3T,,,,5001617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.921949,-77.200546,ANDERSON DR + DARTFORD DR,3T,,,,5001618,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.926244,-77.205397,ANDERSON DR + DOLLEY MADISON BLVD,3T,,,,5001643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.870393,-77.174489,ANNANDALE RD + ARLINGTON BLVD,3A,,,,5001224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.870434,-77.174722,ANNANDALE RD + ARLINGTON BLVD,3A,,,,5001230,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.866311,-77.175129,ANNANDALE RD + BARRETT RD,3A,,,,5001168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.865935,-77.175145,ANNANDALE RD + BARRETT RD,3A,,,,5001159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.857813,-77.179926,ANNANDALE RD + BEECHTREE LA,3A,,,,5001073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.857774,-77.1796,ANNANDALE RD + BEECHTREE LA,3A,,,,5001074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.859158,-77.17869,ANNANDALE RD + BEECHVIEW DR,3A,,,,5001080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.859379,-77.178878,ANNANDALE RD + BEECHVIEW DR,3A,,,,5001081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.837182,-77.198269,ANNANDALE RD + BEVERLY MANOR DR,3A,,,,5000863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.857599,-77.18163,ANNANDALE RD + BLUE HERON DR,3A,,,,5001072,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.853843,-77.194589,ANNANDALE RD + BRANDY CT,3A,,,,5001032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.877588,-77.173302,ANNANDALE RD + BRICE ST,3A,,,,5001362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.854124,-77.192722,ANNANDALE RD + CASILEAR RD,3A,,,,5001037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.871935,-77.174634,ANNANDALE RD + CLEARVIEW DR,3A,,,,5001251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.871685,-77.174456,ANNANDALE RD + CLEARVIEW DR,3A,,,,5001244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.854849,-77.191447,ANNANDALE RD + DAUPHINE DR,3A,,,,5004589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.83599,-77.197879,ANNANDALE RD + FARR ST,3A,,,,5000839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.845109,-77.202114,ANNANDALE RD + FRANKLIN RD,3A,,,,5000945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.845199,-77.201933,ANNANDALE RD + FRANKLIN RD,3A,,,,5000944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.84085,-77.199623,ANNANDALE RD + GALANIS DR,3A,,,,5000904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.841474,-77.199642,ANNANDALE RD + GALLOWS RD,3A,,,,5000911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.863837,-77.176395,ANNANDALE RD + GOUTHIER RD,3A,,,,5001122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.86426,-77.17633,ANNANDALE RD + GOUTHIER RD,3A,,,,5001125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.855819,-77.189785,ANNANDALE RD + GRAHAM RD,3A,,,,5001050,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.83687,-77.198353,ANNANDALE RD + HAMILTON ST,3A,,,,5000858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.85545,-77.190118,ANNANDALE RD + HICKORY HILL RD,3A,,,,5001046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.879071,-77.173111,ANNANDALE RD + HILLWOOD AVE,3A,,,,6000482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.878878,-77.173317,ANNANDALE RD + HILLWOOD AVE,3A,,,,6000478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.85364,-77.196285,ANNANDALE RD + HOCKETT ST,3A,,,,5001028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.853465,-77.196444,ANNANDALE RD + HOCKETT ST,3A,,,,5001027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.874397,-77.17435,ANNANDALE RD + JAMES LEE ST,3A,,,,5001299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.87434,-77.174559,ANNANDALE RD + JAMES LEE ST,3A,,,,5001301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.86107,-77.178815,ANNANDALE RD + KENFIG DR,3A,,,,5001098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.860684,-77.178784,ANNANDALE RD + KENFIG DR,3A,,,,5001091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.853731,-77.194337,ANNANDALE RD + KIMBERLY DR,3A,,,,5001033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.832624,-77.19701,ANNANDALE RD + MAPLE PL,3A,,,,5000795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.834058,-77.197497,ANNANDALE RD + MARKHAM ST,3A,,,,5000811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.849736,-77.201743,ANNANDALE RD + MASON LA,3A,,,,5000993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.849733,-77.20155,ANNANDALE RD + MASON LA,3A,,,,5000992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.848319,-77.201998,ANNANDALE RD + MASONVILLE DR,3A,,,,5000981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.847853,-77.201892,ANNANDALE RD + MASONVILLE DR,3A,,,,5000977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.833936,-77.197225,ANNANDALE RD + POPLAR ST,3A,,,,5000809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.857314,-77.182892,ANNANDALE RD + ROSE LA,3A,,,,5001066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.831197,-77.196546,ANNANDALE RD + RT 236 LITTLE RIVER TURNPIKE,3A,,,,5000779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.831339,-77.19637,ANNANDALE RD + RT 236 LITTLE RIVER TURNPIKE,3A,,,,5004579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.875579,-77.174337,ANNANDALE RD + SAMPSON ST,3A,,,,5001325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.875878,-77.174503,ANNANDALE RD + SAMPSON ST,3A,,,,5001336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.877308,-77.17371,ANNANDALE RD + SCIPIO LA,3A,,,,5001359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8532,-77.197929,ANNANDALE RD + SHEFIELD CT,3A,,,,5001025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.85697,-77.18529,ANNANDALE RD + SLADE RUN DR,3A,,,,5001060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.868646,-77.17455,ANNANDALE RD + SOUTH ST,3A,,,,5001199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.869061,-77.17477,ANNANDALE RD + SOUTH ST,3A,,,,5001950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.852036,-77.199979,ANNANDALE RD + STATECREST DR,3A,,,,5001010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.852205,-77.199508,ANNANDALE RD + STATECREST DR,3A,,,,5001012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.839515,-77.199017,ANNANDALE RD + WALTON LA,3A,,,,5000895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.8392,-77.199106,ANNANDALE RD + WALTON LA,3A,,,,5000891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.843488,-77.200624,ANNANDALE RD + WAYNE DR,3A,,,,5000931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.84343,-77.20079,ANNANDALE RD + WAYNE DR,3A,,,,5000930,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.857168,-77.184925,ANNANDALE RD + WAYNE RD,3A,,,,5001061,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.956915,-76.815428,ANNAPOLIS RD + #10910,B24,,,,3001692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.952491,-76.88121,ANNAPOLIS RD + #7609,F13,F13v1,T18,,3002869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.95467,-76.875138,ANNAPOLIS RD + #7990,B24,B27,F13,F13v1,3001651,F4,F4v1,G12,G12v1,G13,G14,G14v1,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.954534,-76.874797,ANNAPOLIS RD + #7990,B24,B25,B27,F13,3001646,F13v1,F13v2,F4,F4c,G12,G13,G14,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.963305,-76.8358,ANNAPOLIS RD + #9607,B24,B25,,,3002999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.963586,-76.835678,ANNAPOLIS RD + #9607,B24,,,,3001823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939048,-76.939906,ANNAPOLIS RD + 46TH ST,F1,F2,F2v1,F8,3002883,T14,T14v1,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939315,-76.940104,ANNAPOLIS RD + 46TH ST,F1,F2,F2c,F8,3001439,T14,T14v1,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939403,-76.936758,ANNAPOLIS RD + 48TH ST,F1,F2,F2c,F8,3001444,T14,T14v1,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939262,-76.935702,ANNAPOLIS RD + 48TH ST,F1,F2,F2v1,F8,3001438,T14,T14v1,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939513,-76.92949,ANNAPOLIS RD + 53RD AVE,F1,F2,F2v1,F8,3001448,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93968,-76.929022,ANNAPOLIS RD + 53RD AVE,F1,F2,F2c,F8,3001451,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93916,-76.926789,ANNAPOLIS RD + 54TH ST,F1,F2,F2c,F8,3001433,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.93901,-76.92703,ANNAPOLIS RD + 54TH ST,F1,F2,F2v1,F8,3002885,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.938963,-76.921547,ANNAPOLIS RD + 56TH AVE,T18,,,,3001432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939203,-76.921701,ANNAPOLIS RD + 56TH AVE,T18,,,,3001434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9396,-76.917727,ANNAPOLIS RD + 57TH AVE,T18,,,,3001449,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.938622,-76.910645,ANNAPOLIS RD + 62ND AVE,A12,A12v2,T18,T18v1,3001427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.938942,-76.910531,ANNAPOLIS RD + 62ND AVE,A12,A12v4,T18,,3001431,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939215,-76.9069,ANNAPOLIS RD + 65TH AVE,A12,A12v2,T18,T18v1,3001436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939871,-76.906557,ANNAPOLIS RD + 65TH AVE,A12,A12v4,T18,,3001455,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.943205,-76.902314,ANNAPOLIS RD + 68TH AVE,F13,F13v1,T18,,3001502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.943477,-76.901567,ANNAPOLIS RD + 68TH AVE,F13,F13v1,T18,T18v1,3001511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.945077,-76.898516,ANNAPOLIS RD + 69TH AVE,F13,F13v1,T18,T18v1,3001526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.945767,-76.897018,ANNAPOLIS RD + 69TH PL,F13,F13v1,T18,,3002870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.94642,-76.894607,ANNAPOLIS RD + 71ST AVE,F13,F13v1,T18,,3001534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.94623,-76.894257,ANNAPOLIS RD + 71ST AVE,F13,F13v1,T18,T18v1,3001533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.94681,-76.892141,ANNAPOLIS RD + 72ND AVE,F13,F13v1,T18,T18v1,3002886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.951984,-76.884567,ANNAPOLIS RD + 76TH AVE,F13,F13v1,T18,T18v1,3001601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.952404,-76.884477,ANNAPOLIS RD + 76TH AVE,F13,F13v1,T18,,3001609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.952241,-76.881542,ANNAPOLIS RD + 77TH AVE,F13,F13v1,T18,T18v1,3001606,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.957011,-76.870964,ANNAPOLIS RD + 85TH AVE,B24,B27,F13,F13v1,3001694,G12,G12v1,G13,G14,G14v1,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.95721,-76.869981,ANNAPOLIS RD + 85TH AVE,B24,B25,B27,F13,3001697,F13v1,F13v2,G12,G13,G14,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.948376,-76.887586,ANNAPOLIS RD + ARDWICK-ARDMORE RD,F13,F13v1,T18,T18v1,3001561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.948809,-76.887612,ANNAPOLIS RD + ARDWICK-ARDMORE RD,F13,F13v1,T18,,3001567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.956889,-76.80979,ANNAPOLIS RD + ATWELL AVE,B24,,,,3002992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.956595,-76.809715,ANNAPOLIS RD + ATWELL AVE,B24,B25,,,3003005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.958471,-76.826307,ANNAPOLIS RD + BALTIMORE LA,B24,B25,,,3003002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.959248,-76.827045,ANNAPOLIS RD + BALTIMORE LA,B24,,,,3002993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.965469,-76.792931,ANNAPOLIS RD + BELL STATION RD,B24,,,,3004119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939441,-76.931425,ANNAPOLIS RD + BLADENSBURG ELEM SCH,F1,F2,F2v1,F8,3002884,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939675,-76.930711,ANNAPOLIS RD + BLADENSBURG ELEM SCH,F1,F2,F2c,F8,3001453,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.965191,-76.846307,ANNAPOLIS RD + CARTER AVE,B24,B25,,,3004121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.965494,-76.845555,ANNAPOLIS RD + CARTER AVE,B24,,,,3004122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.94211,-76.903421,ANNAPOLIS RD + COOPERS LA,T18,,,,3001486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.941596,-76.903409,ANNAPOLIS RD + COOPERS LA,T18,T18v1,,,3001477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.95381,-76.876768,ANNAPOLIS RD + CROSS ST,B24,B27,F13,F13v1,3001634,F4,F4v1,G12,G12v1,G13,G14,G14v1,G16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939549,-76.934027,ANNAPOLIS RD + EDMONSTON RD,F1,F2,F2c,F8,3001450,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.939358,-76.933246,ANNAPOLIS RD + EDMONSTON RD,F1,F2,F2v1,F8,3001442,T18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.96474,-76.842617,ANNAPOLIS RD + ELLERBIE ST,B24,B25,,,3001857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.964979,-76.842168,ANNAPOLIS RD + ELLERBIE ST,B24,,,,3001860,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.960874,-76.797878,ANNAPOLIS RD + ENTERPRISE RD,B24,B25,,,3003007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.965306,-76.792613,ANNAPOLIS RD + FAIRWOOD PKWY,B24,B25,,,3004120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.96505,-76.848502,ANNAPOLIS RD + FONTANA DR,B24,,,,3002997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.964759,-76.84842,ANNAPOLIS RD + FONTANA DR,B24,B25,,,3001858,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.962647,-76.832837,ANNAPOLIS RD + FORBES BLVD,B24,,,,3002995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.962219,-76.83247,ANNAPOLIS RD + FORBES BLVD,B24,B25,,,3003000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.950799,-76.886245,ANNAPOLIS RD + GALLATIN ST,F13,F13v1,T18,,3001590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.950493,-76.886015,ANNAPOLIS RD + GALLATIN ST,F13,F13v1,T18,T18v1,3001585,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.960994,-76.829557,ANNAPOLIS RD + GALVESTON RD,B24,,,,3002994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.960462,-76.829403,ANNAPOLIS RD + GALVESTON RD,B24,B25,,,3003001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.959579,-76.801479,ANNAPOLIS RD + GLEN DALE WOODS CT,B24,,,,3002991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.961661,-76.797112,ANNAPOLIS RD + GLENN DALE BLVD,B24,,,,3001779,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.956781,-76.812345,ANNAPOLIS RD + GLENN DALE RD,B24,B25,,,3003004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.957082,-76.812791,ANNAPOLIS RD + GLENN DALE RD,B24,,,,3001695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.94723,-76.891706,ANNAPOLIS RD + GREENVALE PKWY,F13,F13v1,T18,,3001544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.972531,-76.767272,ANNAPOLIS RD + GRENVILLE LA,B24,,,,3004117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.9723,-76.767027,ANNAPOLIS RD + GRENVILLE LA,B24,B25,,,3004118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.952569,-76.878692,ANNAPOLIS RD + HAWKINS RD,F13,F13v1,T18,T18v1,3001614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.972124,-76.773888,ANNAPOLIS RD + HIGHBRIDGE RD,B24,B25,,,3001999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.972292,-76.772971,ANNAPOLIS RD + HIGHBRIDGE RD,B24,,,,3002002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
